kenteken_land,voertuig_soort,merk,inrichting,datum_eerste_toelating,datum_tenaamstelling,toegestane_maximum_massa_voertuig,europese_voertuigcategorie,europese_voertuigcategorie_toevoeging,taxi_indicator,maximale_constructie_snelheid_bromsnorfiets,brandstoffen,extra_data,diesel,gasoline,electric,versit_klasse,count
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,a1b8a26b20325e6292794331abb32f43,2021-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,71eb65adcf08ddf261b9787f8af792ba,2016-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2015-01-01,,1500,9ec4c0afd450ceac7adb81c3bcfc9732,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2020-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}]",,,,,a57e5cf27282581c292653b3d33f214e,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2011-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,903bfc88cb7242c3a6dfa247a3b53e48,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2007-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,3719b138311da77d6f3395daaf3671f9,1
796834e7a2839412d79dbc5f1327594d,6e4b38bfd57741ac1597c440a1c98074,90689d934083b5940f0f1179d2098eeb,d20f83ee6933aa1ea047fe5cbd9c1fd5,2009-01-01,,28745,f1c6eb6f4e48eb34ab40b2987d4976a8,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,74380be37803864cd0b947eb1e7d0012,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,5563bbe566e6cb8daeab62c1111c0793,a8024055ff1b55b2ce337ebb4b8b5465,2015-01-01,,28000,abee0c793b3b1ded0e9b48057599957b,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df8ecc6a986c04e71db846aaab8261f9,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2017-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2012-01-01,,1500,842ce6eb510f7e7047da883915ec90e0,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,6154de55400f77c11125079ee520aa8f,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2013-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df214c6d7573c6613c0b1efff307e902,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2006-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9796b84e3ccacab0a72d778de2a674ba,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2006-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,95065b709f21e3176fc177771083cd5e,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,d69dee07875cd797846515c2eaff7b1d,2011-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""LPG""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,bcd902df9f1730b82fe363d193f3f4e5,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,08ff6996e9fdfe2486076ddb67dba783,2021-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,86e4e9538b6d59b21bff62116f48271f,2018-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2004-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,b610314ae71d09ea7bab48ad8663efe7,b88add571a5d3e2abe129a6d5a49e67b,2021-01-01,,,9ec4c0afd450ceac7adb81c3bcfc9732,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,80909b220f61fe50e8a0f9dae027143b,1
796834e7a2839412d79dbc5f1327594d,6e4b38bfd57741ac1597c440a1c98074,996e8ce50025e8b1e8fa95fcb28c4e5a,d20f83ee6933aa1ea047fe5cbd9c1fd5,2016-01-01,,27990,f1c6eb6f4e48eb34ab40b2987d4976a8,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,334d65d9ef8869349995f5c3b45a680a,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2017-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,01adbc02bad1331bda7ed09922d02a4a,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2005-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,95065b709f21e3176fc177771083cd5e,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,5563bbe566e6cb8daeab62c1111c0793,71eb65adcf08ddf261b9787f8af792ba,2019-01-01,,7490,c74b82067996a9bc955560b9356f904c,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,21e4f148bee57333015fdf0ceecfbb70,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,d69dee07875cd797846515c2eaff7b1d,2008-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
11aedd0e432747c2bcd97b82808d24a0,,,,,,,f31e1eef20f64733a18c538073e78396,,FALSE,,,,,,,,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,f31e1eef20f64733a18c538073e78396,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a020887472706a195f6675ce528d9965,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2017-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,8ee7fbc4e71ea8bcedf4cd9cd91b188d,b88add571a5d3e2abe129a6d5a49e67b,2017-01-01,,,9ec4c0afd450ceac7adb81c3bcfc9732,e1671797c52e15f763380b45e841ec32,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,94ab5617fd940feca6ba5f5e9cf60888,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2007-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3e4b6bb63e6871da80fb99c2334f2366,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2018-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2019-01-01,,1500,9ec4c0afd450ceac7adb81c3bcfc9732,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,94ab5617fd940feca6ba5f5e9cf60888,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2009-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,903bfc88cb7242c3a6dfa247a3b53e48,1
796834e7a2839412d79dbc5f1327594d,,,,,,,27148de9dcce4aa2aa6d42ade1f50231,,FALSE,,,,,,,,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2019-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3805f36c149f9f4c61348eb35ebac135,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2013-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,4ce24b6368a29d34a39c495caadc6052,1
796834e7a2839412d79dbc5f1327594d,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2016-01-01,,1500,842ce6eb510f7e7047da883915ec90e0,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2012-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,4ce24b6368a29d34a39c495caadc6052,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2002-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9796b84e3ccacab0a72d778de2a674ba,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2011-01-01,,1500,9ec4c0afd450ceac7adb81c3bcfc9732,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2011-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2000-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,1b3284c0525be8250c32be9cf99977d5,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,f31e1eef20f64733a18c538073e78396,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,08ff6996e9fdfe2486076ddb67dba783,2016-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,cb2a883580c7f4077bfb44ec0c1a5847,67593af54bdb18344f997fad179417af,2018-01-01,,20500,abee0c793b3b1ded0e9b48057599957b,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3bf221a61a0cc385e08b723e5509d3ef,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2008-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3e4b6bb63e6871da80fb99c2334f2366,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,428c788bcfdd1f8b8d543547af595832,2021-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2002-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,30a6476b293b28ce12f41e6a12391a36,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,f31e1eef20f64733a18c538073e78396,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
461b1990fe86af962cd15a16a26dceb8,,,,,,,f31e1eef20f64733a18c538073e78396,,FALSE,,,,,,,,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,90689d934083b5940f0f1179d2098eeb,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,3880,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2017-01-01,,1500,9ec4c0afd450ceac7adb81c3bcfc9732,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
796834e7a2839412d79dbc5f1327594d,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2008-01-01,,1500,842ce6eb510f7e7047da883915ec90e0,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,e85f7a0b250b6f19d30aa976f5a3ce6d,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2000-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,f5535a5caee41673c00a0a56a4cd4d93,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2012-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
ebe021079e5a3c4f42ca6119eab92633,,,,,,,f31e1eef20f64733a18c538073e78396,,FALSE,,,,,,,,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,71eb65adcf08ddf261b9787f8af792ba,2021-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,27539b14c614a5a82324a2483645b228,2008-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2017-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a020887472706a195f6675ce528d9965,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,95065b709f21e3176fc177771083cd5e,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Waterstof""}]",,,,,5839d97633d5dce2ffafe32b65072217,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2011-01-01,,1500,f31e1eef20f64733a18c538073e78396,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,f31e1eef20f64733a18c538073e78396,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 3, ""brandstof"": ""LPG""}]",,,,,1fb47655b51f841a12caa1f82d92e1a2,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,a3c6ac924dd999674b48c8c10ce05391,67593af54bdb18344f997fad179417af,2017-01-01,,19000,abee0c793b3b1ded0e9b48057599957b,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,2fdd607150f87ba668a75b963bc342e5,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2015-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,5a0562b2bbac60fc4fe9a4cbfbc6d8fa,1
796834e7a2839412d79dbc5f1327594d,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2014-01-01,,1500,c288831847af25b8573c8ed009a85c15,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,20e89e62afbc9500fc3862dbd993f139,1
796834e7a2839412d79dbc5f1327594d,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2007-01-01,,1500,f31e1eef20f64733a18c538073e78396,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,32e487204e64645f44be2467bc9cc636,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2013-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,9bb6bb8697da8dcb9b0d8eb3cdcf8e48,2019-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
796834e7a2839412d79dbc5f1327594d,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2016-01-01,,1500,86bc43e556b1df283839f053eb02e2bb,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
